x,y,z
0.0014350936320156567,0.006042709232573829,-0.007145324949244729
0.006746454034663008,-0.00018926884862455027,0.002386677841270337
-0.003211826873561448,-0.004331266066330364,0.010278602923912097
0.0033355367182086298,0.002336254926571881,0.01931292063333758
-0.006779233567076052,-0.006283848470765617,0.02856158141224241
0.0038755414618266404,0.008732856005890561,0.03277222423344921
-0.004097565340218226,0.0051410898192490945,0.03603313012970702
0.0008592997107156774,-0.0032794932902875332,0.039117266138625546
-0.0005879948071217114,0.0035701404464592887,0.045190725206162456
0.006338983657358514,-0.003097943012872594,0.052163739846580265
0.001995369509809823,-0.003457354159256724,0.051140857601825435
0.0040543180013024515,0.0020697618855257576,0.060802493226430894
0.001577469594418206,-0.0027013761151372627,0.06799249895344567
-0.0024205067786461213,0.000755153866614874,0.07657005617555598
-0.001358520980048694,0.0033990952397676905,0.0740754931396727
-0.0011539630786006948,-0.005458970385600433,0.08339653834004841
0.0003146163333009257,-0.0007890506515888533,0.08831477199350551
0.005360778760415895,0.005695171347369631,0.09010954301932005
0.004696457973023579,-0.006892278451483968,0.09762074221452892
-0.0006937823836870277,0.00044424241068520646,0.10195558469263107
-0.002889875117627034,0.00030661527497374754,0.10895815268188815
-0.002564803157041195,0.0026650538088958844,0.12104531996553362
-0.0002402201243203308,7.279165036897335e-05,0.12282663546430193
-0.0018179531731006952,-0.0020455728563661723,0.12434064175204837
0.002593554887976959,-0.0003366386812462469,0.133528454698116
0.000802170452863315,0.00212269937018775,0.14534894247878874
-0.001094183278357201,-0.0016046890651216692,0.1460536906619545
-0.003382010633293314,0.005089720470622091,0.15454296484585386
0.0027756990514456537,-0.0004784598274949176,0.15938290970402758
0.004200818866554467,0.0019996239977405385,0.1608912421940114
-0.006740291982753182,0.0037878494152877853,0.16618476150052422
-0.003372937527329507,0.0035623935282241706,0.1745370432913207
-0.005675345805449967,-0.0003961654949202101,0.1776940135919648
0.0039704472218848935,-0.007580487317432436,0.18281529889930945
-0.0005529964718171856,0.0056756016521209,0.18561057464173286
-0.011761727742024396,-0.005536113326341727,0.1965830053081155
0.0032383683959789317,0.006934170277308869,0.20272105892791467
-0.003209241214114667,0.003537558360448353,0.20665967963264614
-0.0008038317784207753,7.021018435614407e-05,0.21738880699693652
-0.003605765477427094,-0.004095709112552614,0.21761100657122553
-0.00026627980622058705,-0.003257834517356731,0.2199458611152846
0.0015106366401697762,0.005351340537328164,0.23190224682139257
0.002740484443865569,0.004982949506470199,0.22667298060157498
-0.006041307344548689,-0.002821592775716189,0.23544301911101126
-0.003957590897571435,0.00027949601534629526,0.24067249723453019
-0.001773988073581299,-0.008172618727797601,0.24750074976487046
0.0053821915437063,-0.0021715803986236903,0.25827979569209986
0.002832616856641639,-0.0019636094209468753,0.26488617132436204
0.0008581411417152442,0.0027896207827979914,0.26561421351861864
-0.005760685270719542,-0.004088479571402505,0.2715237504287595
0.0021433147786136734,-0.0008172359477985597,0.27773438368245973
-0.0007187254893090112,0.0043990274662057014,0.2826142055272
0.006045326675660328,-0.004910371383034148,0.2881338525732332
0.0034200106043040324,0.002071307496065669,0.29266734834254426
-0.00043613595345722396,-0.0028357189043923597,0.3050800627614007
0.0021589625881076476,-0.002852437186412679,0.3088513032097065
-0.0014685841482987552,-0.00028766631099707993,0.3131076213912776
-0.002256176973167099,0.0017000291313931254,0.3202768837812645
0.0017037266232807758,0.004418558828384362,0.3229353817986204
-0.005931437453800778,-0.001956288021438836,0.3304118861045812
8.79428551053242e-05,0.0023147521669002824,0.33842120191606645
-0.0004703595900302689,-0.0004414805581476067,0.3368324927643633
0.004132382081965586,-0.0010557463011513436,0.3420354843377232
-0.004457495527131173,-0.0016590631065142047,0.35817690410330466
0.0030901850804777027,-0.006776168944953703,0.35704744167771757
0.0010558385329734058,0.0025062292990023806,0.36450314284240465
-0.0025629660477923706,0.001647545634228338,0.36649848155837433
-0.008962593694051054,-0.0028354539102612647,0.3715578067157559
0.003814516035253483,0.004224018700735706,0.375707150457858
0.0006956382128611666,0.0003605411699384171,0.37973167834281557
-0.00821254662650014,-0.0003710616049651438,0.391607227422734
-0.0023793283004480774,-0.010844665981645414,0.3965301087782106
-0.0023144794989114954,-0.0035576253370902177,0.40093788883275633
-0.00451422677294144,0.0022393709122747255,0.40786364450997536
-0.0022378265478284307,0.0011274904305369805,0.4132794203399924
-0.006072824820635472,-0.0005765870212556185,0.41716578724469155
-0.006962862708999203,-0.0026081699118146915,0.4262863662450438
-0.0024779824913670964,0.005630029702905982,0.43696046350594214
-0.00122538145544507,0.002213737697184704,0.4437248005355002
-0.001326106089400896,-0.0035958283349801384,0.4396514541423167
-0.0054968858106216895,-0.0053967407554481395,0.44776198167487763
-0.0016670255915361178,0.0009857670262234308,0.45446746292250373
-0.003057264372709222,-0.0007778093693326852,0.45702334142487233
-0.002674659601757205,-0.0033458226882962473,0.4649493529878168
-0.0005609857448594361,0.001329147198628739,0.47327743199474437
0.004056869726443274,-0.004448236730736777,0.4714370404471865
-0.0010250057294386118,0.0004945484581435576,0.484200469208846
-0.003848708555768067,-0.001747412302349409,0.48702166233183636
0.004915460476470933,0.005516937153287674,0.48759620571536844
-0.0008481489719734562,-0.003231001149449721,0.500596620422851
0.0017876002596515597,-0.001431184632112564,0.5003483087984745
0.0011798093603999325,0.003921176240248654,0.5053101116918355
-0.0012946472445080188,0.00045189507275004244,0.514038527912935
0.001351467986635982,-0.003998306635079582,0.517173362158118
-0.008400420610605155,0.0002229346507552709,0.5294202924959936
-0.008228781616168288,-0.002527231987922699,0.5343203536946928
-0.0005712109461376832,-0.007580171278270177,0.5409880024889885
-0.005703878551444137,0.0054836418630080834,0.5395608789456044
-0.0028261817516269513,0.0001077784232749323,0.5473973313339889
0.0024019020914080153,0.002010024226835394,0.5524808755226541
0.005290131314827499,0.002853899285193714,0.559754384351309
0.0005404605697887843,-0.00038130085112519896,0.5639354872771483
0.0026595959735699975,0.0018970132020326355,0.5699913415866992
0.004060451693589262,-0.0010488461117954687,0.5771625789636198
0.0034380951334079582,-0.004462017340142231,0.5799491271081053
0.006675225866313006,-0.0038284142046582357,0.5912004971979503
-0.004239051409084399,0.00162214156134922,0.5879220140832461
-0.00246555545961029,-0.0015012489855227168,0.5955700816752885
0.004034276235657075,0.0033339771864864375,0.6068321951729855
0.0007739532285776672,0.006546766596153786,0.6130537169671922
0.0012990114599839364,-0.0041951429195333035,0.61726692612145
0.0026086339951588056,0.00037736974468439966,0.622963281233601
0.003079746097090278,-0.0011938382143570618,0.6279595044666103
0.001388261960450812,0.0012525986310875077,0.6299177304662555
-0.0018519117385809658,0.00047449712596139935,0.6425983798107868
0.009303941690744557,-0.0014792229915886268,0.6382407121827034
-0.0013662421088881434,-0.0033405723758390495,0.6463764531325858
0.0015871287292773938,-0.003657006127606043,0.6560671517571685
0.0031662171178936578,0.006065744099000303,0.666494976421724
0.003991315630834084,0.009068768232315557,0.6628059576171017
